Stilling,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
Konsulent,25.6,37591,0,7492,1393,5408,810,221,214,53129,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
Kontorelev,12.8,21769,0,3684,0,0,0,0,21,25473,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
Kontorfunktionær,304.0,29887,135,5772,276,4048,142,131,208,40600,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
Køkkenleder,4.0,28406,0,6217,133,3335,247,417,326,39080,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
Køkkenmedhjælper,21.3,24368,0,4050,58,992,59,94,1339,30960,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
Lærer,9.0,34916,0,7962,2187,4528,243,213,16,50065,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
Områdechef,8.0,56015,0,13205,6886,3279,9309,0,0,88694,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
Overlæge,4.5,56605,0,16214,16886,16800,0,367,0,106872,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
Overvagtmester,12.1,35103,0,5674,733,2228,934,330,2879,47882,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
Psykolog,22.5,39685,359,9207,228,9468,145,93,0,59184,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
Pædagog,38.6,27376,0,6875,1999,6237,277,177,1330,44271,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
Pædagogisk assistent,40.9,27253,0,6410,1716,5826,648,104,3071,45029,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
Reservelæge-1,4.7,34978,0,9126,0,14365,0,0,0,58469,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
Sikkerhedskonsulent,14.0,37417,0,5971,475,5041,658,60,607,50229,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
Sikkerhedskoordinator,11.0,35432,0,5788,769,4735,552,76,107,47458,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
Socialrådgiver,261.8,32117,75,7062,398,4029,477,126,465,44749,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
Specialarbejder,13.4,25644,0,4513,348,3627,491,175,21,34818,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
Specialkonsulent,50.6,46982,0,9286,54,2504,228,171,0,59226,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
Speciallægekonsulent,3.4,72577,0,1796,0,3385,0,0,0,77758,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
Studerende,5.3,20714,0,3328,0,0,0,0,265,24307,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
Transportbetjent,182.1,25455,0,4157,1281,539,104,95,280,31911,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
Uddannelses- og erhvervsvejled,15.1,34107,391,7606,2128,2842,220,55,5,47354,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
Uddannelseskonsulent,26.0,35264,0,5982,1053,4869,321,167,259,47914,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
Værkmester,291.1,29619,0,4679,4007,2663,716,149,305,42138,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
Chefkons. m. personaleledelse,12.0,53609,0,12827,0,15999,281,0,0,82716,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
Chefkonsulent,26.8,48638,2070,10543,1146,5775,0,1338,0,69510,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
Fuldmægtig,29.6,32950,200,7239,4379,2383,0,34,0,47185,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
IT-Medarbejder,44.3,38805,628,7643,106,6816,157,26,229,54410,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
Kontorfuldmægtig,4.2,31005,2053,6424,1444,4950,0,0,917,46794,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
Kontorfunktionær,18.1,30599,564,6181,20,6215,0,111,434,44124,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
Specialkonsulent,24.1,46367,621,9559,27,3192,0,556,0,60322,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
Studentermedhjælper,3.4,21314,0,3041,36,0,0,0,0,24392,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
'-,15.7,31973,0,5615,0,1984,0,673,6,40252,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
Administrationschef,25.9,51276,0,12621,12301,9907,277,1047,0,87429,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
Afdelingsleder,83.1,38270,275,7639,165,7187,183,742,214,54675,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
Bibliotekar,3.1,35218,0,7543,0,5338,0,487,0,48585,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
Chefkons. m. personaleledelse,6.9,53609,0,12849,732,16888,0,0,0,84078,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
Chefkonsulent,13.3,49784,986,11108,2161,7963,117,118,0,72237,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
Dommer,261.2,61720,0,13870,241,23227,37,3,0,99098,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
Dommerfuldmægtig,224.9,35326,264,8999,9354,1414,3975,218,0,59549,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
Ejendomsservicetekniker,6.0,28746,0,5036,504,3001,0,827,39,38152,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
Fuldmægtig,15.1,33207,242,7431,4206,3675,0,0,0,48761,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
Højesteretsdommer,17.0,85503,0,27730,641,84807,0,0,587,199268,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
IT-Medarbejder,16.0,38677,0,7168,19,4867,0,260,2,50994,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
Kontorelev,48.0,18131,0,3143,0,278,0,3,0,21555,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
Kontorfuldmægtig,88.8,33195,253,6040,287,1307,217,475,38,41812,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
Kontorfunktionær,898.0,31822,104,5583,74,1505,104,371,23,39587,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
Kst.landsdommer,29.0,61928,0,11554,0,16496,2769,41,0,92788,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
Landsdommer,103.8,67766,0,15613,138,29953,0,0,0,113470,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
Retsassessor,85.7,49003,362,11196,9807,9569,284,561,0,80782,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
Retsassistent,16.7,30006,0,6169,904,720,0,170,26,37995,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
Retspræsident,28.0,70640,0,19639,7601,43278,0,0,0,141158,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
Sektionsleder,17.0,38568,0,7399,1010,6424,168,222,161,53952,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
Servicemedarbejder,10.6,26914,0,4771,177,2814,121,1125,11,35934,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
Specialkonsulent,26.2,46345,742,9453,141,3996,0,67,0,60744,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
Studentermedhjælper,32.8,21239,0,3464,65,0,0,32,26,24826,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
Tilkaldedommer,8.4,80551,0,170,0,0,0,459,0,81179,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
Vagt,3.0,27225,0,4349,0,575,0,1054,85,33288,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
Vagtfunktionær,52.9,27182,23,4797,58,3184,166,1161,57,36629,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
Voksenelev,33.7,23198,0,3918,0,0,0,3,1,27120,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
Fuldmægtig,6.9,34627,0,7653,5247,2719,0,243,0,50488,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.04 - Procesbevillingsnævnet,Andet
Kontorfunktionær,8.6,31187,0,5413,30,1227,95,406,0,38358,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.04 - Procesbevillingsnævnet,Andet
Specialkonsulent,11.0,46938,0,9265,0,3241,0,394,0,59838,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.04 - Procesbevillingsnævnet,Andet
Afdelingsleder,4.0,38474,0,6961,0,2246,1551,521,0,49754,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.05 - Tinglysning,Andet
Kontorfunktionær,62.4,31374,0,5450,40,1100,138,384,5,38490,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.05 - Tinglysning,Andet
Voksenelev,5.0,23194,0,3909,0,0,0,0,0,27103,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.05 - Tinglysning,Andet
Chefkonsulent,3.9,50157,0,9966,3544,2603,0,841,0,67111,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.06 - Ungdomskriminalitetsnævnet,Andet
Fuldmægtig,16.7,33583,0,7128,4275,1996,0,60,0,47041,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.06 - Ungdomskriminalitetsnævnet,Andet
Kontorfuldmægtig,5.7,31010,0,5589,0,2737,138,320,0,39794,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.06 - Ungdomskriminalitetsnævnet,Andet
Specialkonsulent,4.7,46937,0,9169,0,2639,0,425,0,59171,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.06 - Ungdomskriminalitetsnævnet,Andet
Afdelingsleder-1,6.9,32799,0,6459,466,5564,0,1226,75,46588,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.11.01 - Departementet,Departement
Afdelingsleder-2,4.1,34578,1369,7424,1614,8533,0,2015,44,55577,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.11.01 - Departementet,Departement
Assistent,3.5,27012,0,4668,1544,286,0,0,0,33509,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.11.01 - Departementet,Departement
Auditørfuldmægtig,7.0,37987,0,6662,5792,1496,0,1274,2934,56144,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.11.01 - Departementet,Departement
Chefkonsulent,40.3,50617,0,10599,2189,5400,406,1995,55,71263,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.11.01 - Departementet,Departement
Chefkonsulent m. personaleled,25.0,53609,0,10742,611,6771,228,3117,0,75078,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.11.01 - Departementet,Departement
Fuldmægtig,103.5,32118,0,6244,4843,2132,69,1120,4,46530,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.11.01 - Departementet,Departement
Kontorchef,26.0,56242,0,14194,225,13685,9764,3109,0,97218,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.11.01 - Departementet,Departement
Kontorfuldmægtig,10.8,31023,0,5578,802,3309,0,1012,32,41755,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.11.01 - Departementet,Departement
Major,11.8,40742,0,10517,7455,0,8350,1940,1637,70641,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.11.01 - Departementet,Departement
Orlogskaptajn,5.0,41786,0,9344,6254,969,4862,1350,268,64834,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.11.01 - Departementet,Departement
Overassistent,4.0,29754,0,5301,84,3003,0,313,5,38458,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.11.01 - Departementet,Departement
Specialkonsulent,63.8,46938,0,9093,2444,3153,0,1679,54,63361,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.11.01 - Departementet,Departement
Afdelingsleder-1,12.6,32353,0,5907,438,3377,0,694,87,42857,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
Afdelingsleder-3,8.0,38576,0,7310,1044,3534,0,1563,61,52087,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
Chefkonsulent,5.2,50522,0,11604,610,5636,0,1042,0,69413,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
Chefkonsulent m. personaleled,12.0,53609,0,10550,598,5988,0,1944,9,72700,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
Civiløkonom,10.0,33411,0,6899,5818,2752,0,750,0,49630,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
Fuldmægtig,19.8,34920,0,7079,5077,1155,0,527,0,48758,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
Kontorfuldmægtig,70.4,30206,0,5456,172,2782,0,450,149,39215,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
Overassistent,55.8,28662,0,5097,220,2242,0,146,49,36416,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
Specialkonsulent,27.5,46938,0,8916,206,1847,0,591,0,58498,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
Afdelingschef,4.0,64081,0,18851,219,15139,23711,3333,0,125334,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Afdelingsleder-1,36.8,32789,0,6446,219,6187,0,475,273,46390,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Afdelingsleder-2,28.0,35854,0,6916,470,5533,0,690,486,49948,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Afdelingsleder-3,25.0,38648,0,8655,1203,11696,241,326,2289,63057,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Afdelingsleder-4,23.4,46523,0,8390,130,4859,0,227,157,60286,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Assistent,10.0,27750,0,5227,1135,3635,0,701,3001,41449,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
"Bachelorer, BA",27.3,31017,0,7179,4196,5849,0,102,30,48372,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Chefkonsulent,123.2,50705,0,10624,373,7503,482,375,182,70245,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Chefkonsulent m. personaleled,63.9,53609,0,11706,648,10002,299,558,123,76946,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Chefsergent,58.1,31578,192,7106,5600,5762,165,930,970,52302,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Civilingeniør,33.0,35290,0,8820,512,14078,0,173,31,58904,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Diplomingeniør,10.0,35763,0,9104,293,15134,0,0,0,60294,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Flyverspecialist,11.0,24584,0,5310,4972,2836,0,741,2043,40485,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Fuldmægtig,149.7,33557,56,6841,4930,3386,3,141,111,49025,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Generalmajor,4.0,67766,0,15593,4050,18591,10870,12396,1141,130406,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
IT-Afdelingsleder,83.5,46804,0,9725,222,12596,0,173,95,69615,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
IT-assistent,41.4,30067,0,5534,26,4086,61,42,2325,42142,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
IT-Konsulent,17.8,35577,0,7877,287,12047,0,555,1815,58158,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
IT-specialist,48.4,33721,0,7205,390,9860,0,371,1138,52686,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Journalist,10.0,35648,0,8680,208,10999,203,742,1502,57982,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Juridisk Rådgiver,9.0,46440,0,9718,3865,2703,0,4042,587,67355,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Kaptajn,90.7,33945,278,8147,9214,1918,2635,1268,1931,59336,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Kaptajnløjtnant,17.0,34107,0,7973,7793,2007,2259,1587,2025,57751,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Kommandørkaptajn,10.0,54244,0,11256,4780,7807,0,7929,958,86974,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Konstabel,12.0,24474,0,4289,2061,339,0,12,2958,34134,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Kontorchef,24.0,55663,0,14008,347,9711,13851,1038,45,94662,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Kontorfuldmægtig,56.3,31088,0,5961,247,5162,0,383,403,43244,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Korporal,9.0,26035,0,5854,3752,4439,0,611,2524,43215,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Korporal (HKKF),14.1,26302,347,5517,5487,4336,0,784,2675,45449,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Major,308.8,40899,484,10454,8027,1384,5978,1587,2215,71027,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Marinespecialist,6.0,24457,0,5125,2173,2774,0,2872,2450,39852,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Marinespecialist (MSPC) (GL),6.0,24682,0,4973,7074,2718,170,861,3638,44116,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Materielassistent,5.0,26723,0,5560,214,4861,0,400,449,38207,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Oberst,27.0,61720,0,13518,6516,10388,4750,9249,701,106842,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Oberstløjtnant,51.0,54244,0,11388,5391,7310,429,8000,1677,88438,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Orlogskaptajn,70.8,42116,187,10064,6671,1508,5291,1656,1741,69233,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Overassistent,36.1,28927,0,5295,178,2746,112,554,209,38021,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Overkonstabel,10.0,25023,0,4709,2061,2155,0,125,6899,40971,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Overkonstabel-1,55.8,25032,0,4814,3620,2230,0,548,3306,39550,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Oversergent,16.0,27515,0,6060,5714,2537,54,1285,4003,47167,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Overtelegrafist,4.0,32221,0,5062,4363,0,0,1331,1382,44359,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Overværkmester,7.0,36390,0,9013,981,14765,0,20,810,61978,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Premierløjtnant,6.4,29066,830,7265,9381,1453,0,1110,2817,51921,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Rengøringsassistent,9.9,25180,0,4559,71,3872,0,334,14,34030,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Seniorsergent,68.9,28421,67,6287,5000,4641,70,790,2931,48207,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Sergent,10.0,26348,0,5701,3341,2174,463,641,1673,40341,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Specialarbejder,8.0,27049,0,5645,942,8658,0,468,94,42856,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Specialkonsulent,312.4,47043,14,9551,337,5776,56,299,166,63242,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Teknikumingeniør,4.0,36181,0,10130,2550,16761,0,0,0,65622,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Vagtfunktionær,27.9,25816,0,4905,57,5192,1542,899,3060,41473,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
Afdelingsleder-1,12.1,31994,406,6244,319,5516,36,1430,156,46100,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Afdelingsleder-2,15.5,35746,0,6905,280,5878,131,1227,519,50686,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Afdelingsleder-3,8.0,38508,0,7719,1885,8226,0,1375,2665,60379,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Assistent,11.0,26768,0,4607,144,1846,28,295,98,33786,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Chefsergent,111.2,31414,318,7066,5316,6010,226,1851,2267,54467,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Flyverkonstabel,12.0,23794,0,5128,4184,0,356,289,1785,35536,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Flyveroverkonstabel,6.0,24114,0,5416,4955,90,0,597,3395,38567,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Flyverspecialist,14.8,24587,0,5842,6856,1020,68,1191,4469,44035,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Fuldmægtig,21.0,34050,0,7352,5247,2524,309,1144,2,50627,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
IT-specialist,4.0,32772,0,5464,86,572,0,573,245,39712,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
