Personalekategori,Klasse/Lønramme,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
201 - Tjenestemænd,37 - Tjenestemænd LR 37,4.0,54244,0,12047,15117,9193,0,729,8,91338,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
201 - Tjenestemænd,62 - Socialrådgiver i basisstilling,7.9,31880,0,6079,2998,4954,159,212,375,46657,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
201 - Tjenestemænd,"86 - Nyt Lønsystem, kriminalforsorg",47.7,31892,0,6678,2641,6221,759,178,1734,50104,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
202 - Tjenestemænd - PP,65 - Tjenstemænd på prøve,418.5,24158,0,3644,238,314,112,22,1803,30292,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
207 - Tjenestemænd (åremål),37 - Tjm. LR 37,4.0,54244,0,9792,8768,338,9795,0,0,82937,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
207 - Tjenestemænd (åremål),38 - Tjm. Lr 38,5.0,61720,0,12619,11600,4899,13093,967,0,104897,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
211 - Tjenestemandslignende,63 - Fængselsbetjente,5.1,24698,0,3750,610,212,0,0,2562,31832,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
221 - Køkkenmedhjælpere,55 - Køkkenmedhjælpere i provinsen,21.0,24309,0,4029,58,942,60,95,1346,30839,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
224 - Servicemedarbejdere,52 - Serviceteknikere,6.0,28746,0,4969,266,2839,345,181,50,37395,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
224 - Servicemedarbejdere,53 - Servicemedarbejdere,15.0,25384,0,4861,187,5285,312,167,63,36259,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,68.1,32147,60,6338,278,5817,174,250,260,45324,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,99.6,30323,317,5919,477,3882,169,130,222,41439,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
240 - Kontorfunktionærer,85 - Voksenelever i Hovedstaden,5.8,23194,0,3915,0,0,0,0,11,27121,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
240 - Kontorfunktionærer,88 - Løngruppe 2 - hovedstad,46.3,29523,0,5649,99,4423,27,103,46,39870,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
240 - Kontorfunktionærer,89 - Løngruppe 2 - provins,94.8,28223,56,5334,138,2962,139,65,227,37144,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
240 - Kontorfunktionærer,92 - Studerende,4.8,20740,0,3449,0,0,0,0,299,24488,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
248 - Specialarbejdere m.fl.,71 - Løngruppe 1. Provinsen,9.4,24412,0,4672,19,4695,700,250,27,34774,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
251 - Sygeplejersker,63 - Løngruppe 1,78.7,34872,0,7211,79,1745,515,120,586,45127,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
251 - Sygeplejersker,65 - Løngruppe 3,5.0,43928,0,10132,0,8939,531,1000,0,64530,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
258 - Kokke og kogersker,"56 - Kokke, Hovedstaden",4.0,28717,0,5284,65,5126,0,250,376,39819,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
266 - Køkkenpersonale,71 - Køkkenled. > 15.000 kostd. pro,4.0,28406,0,6217,133,3335,247,417,326,39080,"2026, 1. kvt.",§11 - Justitsministeriet,§11.31.01 - Kriminalforsorgen,Andet
39 - Erhvervss.kandidater,56 - Cand.mag.Cand.ling.merc m.fl,4.0,45145,0,8765,1194,1408,0,731,0,57243,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
44 - Ingeniører,74 - Civilingeniører m.fl,5.0,46002,0,10168,764,8642,0,0,0,65575,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,60.6,42502,1163,9302,1518,4786,56,619,0,59946,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
46 - Jurister/økonomer,90 - Kontraktansatte Chefer,6.0,65138,0,18256,15227,14483,5085,1111,0,119301,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
49 - Magistre,64 - Magistre,17.9,46941,332,10318,1125,7949,0,353,0,67017,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
201 - Tjenestemænd,"79 - Kontormedarbejder, Domstolene",4.3,31769,2805,6832,2226,4914,0,0,1329,49875,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
238 - IT-medarbejdere,51 - IT-medarbejdere - løngruppe 2,17.1,32093,0,6371,19,6052,405,0,159,45099,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
238 - IT-medarbejdere,55 - IT-medarbejdere - løngruppe 3,4.0,34245,0,6641,0,6025,0,0,0,46911,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
238 - IT-medarbejdere,57 - IT-medarbejdere - løngruppe 5,21.4,46171,870,8869,44,7132,0,55,82,63223,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
240 - Kontorfunktionærer,35 - Studerende             (HK),4.8,21233,0,3035,46,0,0,0,0,24314,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,14.4,30748,938,6459,26,7451,0,139,738,46499,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
240 - Kontorfunktionærer,88 - Løngruppe 2 - hovedstad,4.8,29754,0,5451,0,3028,0,0,233,38466,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.01 - Domstolsstyrelsen,Styrelse
39 - Erhvervss.kandidater,56 - Cand.mag.Cand.ling.merc m.fl,3.2,45664,2691,9354,0,2370,0,0,0,60080,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
44 - Ingeniører,74 - Civilingeniører m.fl,6.3,42736,2101,9643,609,7061,0,0,0,62149,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,291.2,39481,254,9505,7867,3910,3075,187,0,64280,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
49 - Magistre,64 - Magistre,15.9,43874,0,8885,1347,3260,0,0,0,57367,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
49 - Magistre,84 - Bachelorer,3.8,33262,0,7241,2147,4272,0,0,0,46923,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
103 - Særligt aflønnede,0 - Ingen klasse,8.6,79082,0,309,0,0,0,528,0,79919,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
201 - Tjenestemænd,36 - Tjenestemænd LR 36,91.7,48873,338,11323,10614,9600,265,668,0,81681,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
201 - Tjenestemænd,37 - Tjenestemænd LR 37,3.9,54244,0,13325,17711,10800,0,2456,0,98536,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
201 - Tjenestemænd,38 - Tjenestemænd LR 38,269.2,61720,0,13818,234,22797,334,10,0,98912,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
201 - Tjenestemænd,39 - Tjenestemænd LR 39,127.8,67766,0,16038,154,32417,0,0,0,116375,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
201 - Tjenestemænd,41 - Tjenestemænd LR 41,19.0,85503,0,27564,2551,81954,0,0,525,198097,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
201 - Tjenestemænd,"79 - Kontormedarbejder, Domstolene",50.5,35483,105,6655,670,4148,256,665,66,48048,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
224 - Servicemedarbejdere,52 - Serviceteknikere,7.0,28746,0,5028,468,2985,0,888,33,38147,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
224 - Servicemedarbejdere,53 - Servicemedarbejdere,5.2,25173,0,4752,226,4757,297,966,4,36175,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
238 - IT-medarbejdere,51 - IT-medarbejdere - løngruppe 2,4.0,31117,0,5858,0,4368,0,0,0,41344,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
238 - IT-medarbejdere,55 - IT-medarbejdere - løngruppe 3,4.0,34245,0,6331,0,4088,0,0,0,44665,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
238 - IT-medarbejdere,57 - IT-medarbejdere - løngruppe 5,5.0,46938,0,8170,0,2888,0,0,0,57996,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
240 - Kontorfunktionærer,35 - Studerende             (HK),7.7,21011,0,3073,0,0,0,0,112,24195,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
240 - Kontorfunktionærer,70 - Løngrp1:Hovedst u.erhv.udd.,3.4,23107,0,3698,42,0,0,0,59,26906,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
240 - Kontorfunktionærer,71 - Løngrp1:Provins u.erhv.udd.,3.6,23256,0,3884,0,0,0,0,0,27140,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,429.6,33447,134,5994,42,2465,115,433,67,42696,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,525.3,32258,142,5803,170,1701,137,425,24,40660,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
240 - Kontorfunktionærer,82 - Elever i provinsen,19.0,17131,0,3028,65,0,0,7,0,20230,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
240 - Kontorfunktionærer,83 - Elever i hovedstaden,20.0,17164,0,3051,0,668,0,0,0,20883,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
240 - Kontorfunktionærer,84 - Voksenelever I Provinsen,30.9,23190,0,3917,0,0,0,3,1,27110,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
240 - Kontorfunktionærer,85 - Voksenelever i Hovedstaden,9.0,23194,0,3909,0,0,0,0,0,27103,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
240 - Kontorfunktionærer,88 - Løngruppe 2 - hovedstad,26.0,29466,0,4965,49,305,0,67,9,34862,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
240 - Kontorfunktionærer,89 - Løngruppe 2 - provins,85.7,28631,0,4890,36,704,22,148,7,34437,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
240 - Kontorfunktionærer,91 - Løngruppe 4,9.4,47414,759,10241,2027,12871,761,397,11,74482,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
240 - Kontorfunktionærer,92 - Studerende,25.5,20906,0,3453,83,0,0,69,0,24511,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
252 - Vagtfunktionærer,54 - Løngruppe II,17.1,25895,0,4451,37,2395,0,904,22,33706,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
252 - Vagtfunktionærer,55 - Løngruppe III,45.7,27549,27,4940,58,3792,193,1271,66,37894,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.02 - Retterne,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,21.9,43869,0,9131,1647,4336,0,751,0,59734,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.04 - Procesbevillingsnævnet,Andet
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,7.6,31375,0,5462,34,1321,108,459,0,38759,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.04 - Procesbevillingsnævnet,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,4.3,39503,0,8558,1852,5448,0,0,0,55360,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.05 - Tinglysning,Andet
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,65.4,32000,0,5620,38,1351,330,391,5,39734,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.05 - Tinglysning,Andet
240 - Kontorfunktionærer,84 - Voksenelever I Provinsen,5.0,23194,0,3909,0,0,0,0,0,27103,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.05 - Tinglysning,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,26.2,39356,0,8224,2715,3282,0,429,0,54006,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.06 - Ungdomskriminalitetsnævnet,Andet
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,4.4,30206,0,5481,0,2648,0,189,0,38524,"2026, 1. kvt.",§11 - Justitsministeriet,§11.41.06 - Ungdomskriminalitetsnævnet,Andet
46 - Jurister/økonomer,51 - Jurister/Økonomer..........(Dj,96.1,48444,0,9794,2339,5039,74,1849,59,67598,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.11.01 - Departementet,Departement
46 - Jurister/økonomer,52 - Bachelorer.............(DJØF),3.8,29399,0,5127,6997,1786,0,1559,19,44887,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.11.01 - Departementet,Departement
46 - Jurister/økonomer,55 - Jurister / Økonomer (DJØF),93.5,32129,0,6254,4804,2184,76,1118,3,46569,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.11.01 - Departementet,Departement
46 - Jurister/økonomer,83 - Chefkonsulenter m. ledelsesans,25.0,53609,0,10742,611,6771,228,3117,0,75078,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.11.01 - Departementet,Departement
46 - Jurister/økonomer,90 - Kontraktansatte Chefer,28.0,60852,0,15855,297,15706,12618,2783,0,108111,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.11.01 - Departementet,Departement
49 - Magistre,51 - Magistre M.V..............(Dm/,9.0,47734,0,9615,2515,3735,1033,907,0,65541,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.11.01 - Departementet,Departement
49 - Magistre,56 - Magistre            (DM/DP),7.0,32084,0,6324,5316,1669,0,1137,0,46529,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.11.01 - Departementet,Departement
60 - Journalister,51 - Journalister,4.0,34030,0,12074,610,33546,507,1042,0,81808,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.11.01 - Departementet,Departement
188 - Officerer,53 - Officerer,15.8,39604,0,10153,8120,0,8429,1407,1400,69114,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.11.01 - Departementet,Departement
189 - Mil.tjenestemænd,54 - Auditørfuldmægtige...(HOD),5.0,37656,0,6481,5794,1385,0,1217,2692,55225,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.11.01 - Departementet,Departement
201 - Tjenestemænd,37 - Tjenestemænd LR 37,4.0,54244,0,12532,197,18618,2357,3958,0,91907,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.11.01 - Departementet,Departement
228 - Faglærte Arbejdere,53 - Faglærte arbejdere ...(FLORG),5.9,28951,0,6001,1051,5011,0,1043,326,42383,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.11.01 - Departementet,Departement
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,13.7,33318,0,6210,1252,5752,0,1284,23,47838,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.11.01 - Departementet,Departement
240 - Kontorfunktionærer,88 - Løngruppe 2 - hovedstad,6.5,29025,0,5152,883,2002,0,192,3,37256,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.11.01 - Departementet,Departement
240 - Kontorfunktionærer,93 - Løngruppeskift (FSV),6.1,33438,922,6835,221,6939,0,1657,48,50060,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.11.01 - Departementet,Departement
22 - Civiløkonomer,51 - Civiløkonomer I Um...........(,9.3,47552,0,9501,127,1429,0,759,0,59368,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
22 - Civiløkonomer,53 - Civiløkonomer......... (CØ),10.0,33411,0,6899,5818,2752,0,750,0,49630,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
46 - Jurister/økonomer,51 - Jurister/Økonomer..........(Dj,21.4,47542,0,9331,358,3053,0,605,0,60888,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
46 - Jurister/økonomer,55 - Jurister / Økonomer (DJØF),15.8,35261,0,7209,5134,1304,0,475,0,49384,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
46 - Jurister/økonomer,83 - Chefkonsulenter m. ledelsesans,9.0,53609,0,10527,598,5556,0,1898,12,72201,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
211 - Tjenestemandslignende,75 - Tjenestem.lign.... (FCE),4.0,37200,0,7538,2441,3786,0,833,82,51880,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,75.0,31121,0,5591,192,2750,0,578,135,40367,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
240 - Kontorfunktionærer,89 - Løngruppe 2 - provins,52.2,28662,0,5089,196,2202,0,156,53,36357,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
240 - Kontorfunktionærer,93 - Løngruppeskift (FSV),17.6,30374,0,5614,247,3413,0,450,99,40197,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
44 - Ingeniører,51 - Akademiingeniører.M.V......,53.0,47846,0,10262,355,9428,57,346,2,68296,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
44 - Ingeniører,63 - Civilingeniører m.v  (IDA),33.0,35290,0,8820,512,14078,0,173,31,58904,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
44 - Ingeniører,64 - Teknikumingeniører  (IDA),4.0,36181,0,10130,2550,16761,0,0,0,65622,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
44 - Ingeniører,67 - Diplomingeniører......(IDA),10.0,35763,0,9104,293,15134,0,0,0,60294,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
44 - Ingeniører,89 - Chefkonsulenter m. ledelsesans,5.0,53609,0,12710,814,14727,0,0,80,81940,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
46 - Jurister/økonomer,51 - Jurister/Økonomer..........(Dj,198.5,48205,22,9720,494,4936,173,557,230,64338,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
46 - Jurister/økonomer,52 - Bachelorer.............(DJØF),10.8,30258,0,6866,3729,5439,0,11,11,46315,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
46 - Jurister/økonomer,55 - Jurister / Økonomer (DJØF),83.0,33010,102,6594,4813,2700,5,165,69,47456,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
46 - Jurister/økonomer,83 - Chefkonsulenter m. ledelsesans,43.9,53609,0,11608,817,9514,207,893,209,76857,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
46 - Jurister/økonomer,90 - Kontraktansatte Chefer,15.0,60358,0,16048,58,8996,18256,1167,11,104894,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
49 - Magistre,51 - Magistre M.V..............(Dm/,176.0,47854,0,9906,273,6894,115,253,185,65479,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
49 - Magistre,52 - Bachelorer......... (DM/DP),16.5,31514,0,7384,4502,6117,0,162,42,49721,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
49 - Magistre,56 - Magistre            (DM/DP),64.8,34206,0,7221,5023,4283,0,127,170,51030,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
49 - Magistre,83 - Chefkonsulenter m. ledelsesans,16.0,53609,0,11808,188,10362,0,208,5,76180,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
49 - Magistre,90 - Kontraktansatte Chefer,7.0,57673,0,15622,724,8909,19198,1369,0,103495,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
60 - Journalister,51 - Journalister,9.0,34394,0,8670,208,12177,225,639,1629,57942,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
171 - Stampers.Tjm. HKKF,55 - Stampersonel (Tjm.) Ufaglær,15.0,24657,0,4849,4903,2653,0,718,3320,41100,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
171 - Stampers.Tjm. HKKF,56 - Stampersonel (Tjm.) Faglært,5.8,27335,0,5845,6665,2914,0,1115,1836,45710,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
171 - Stampers.Tjm. HKKF,57 - Stampersonel langtidstjeneste,7.1,24756,687,5532,4045,6331,0,1078,2800,45230,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
171 - Stampers.Tjm. HKKF,58 - Stampersonel langtidstjeneste,7.0,27878,0,5502,6957,2303,0,484,2548,45671,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
188 - Officerer,37 - Tjm. LR 37,61.0,54244,0,11366,5291,7391,358,7988,1559,88198,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
188 - Officerer,38 - Tjm. Lr 38,28.0,61720,0,13505,6492,10095,4954,9246,676,106689,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
188 - Officerer,39 - Tjm. Lr 39,5.0,67766,0,16217,3627,23783,8696,12500,1037,133626,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
188 - Officerer,53 - Officerer,387.9,38682,448,10050,8978,1071,6267,1596,2018,69110,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
