Personalekategori,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
276 - Stampersonel Cs,82.0,27040,0,5983,5256,2497,538,1650,2516,45480,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
504 - Musikassistenter,3.5,29552,0,8390,2939,0,0,0,1094,41975,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
"506 - MUSIKERE, OK",26.8,34910,0,8054,5376,3036,43,1528,69,53015,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
"643 - Officerer m.fl. OK, HOD",481.6,31770,38,7233,5846,1777,431,1149,2903,51148,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
662 - Konstabelelev - REAK (HKKF),487.0,20836,0,114,2060,0,0,1,35,23046,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
44 - Ingeniører,6.0,46556,0,9264,904,7735,204,1220,0,65881,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
46 - Jurister/økonomer,9.0,42289,0,8599,2379,3589,0,2622,0,59477,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
49 - Magistre,4.0,43732,0,8610,1104,2176,0,1563,0,57185,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
103 - Særligt aflønnede,32.0,43411,0,8104,9971,131,0,578,8,62203,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
188 - Officerer,212.5,40861,138,9870,7902,1931,5459,5579,3312,75053,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
200 - Spec.Arb (3f),21.3,25856,0,4430,4454,2288,0,579,923,38530,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
201 - Tjenestemænd,5.0,32420,0,7040,2972,8152,0,1539,192,52314,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
208 - Stampers.Tjm. CS,569.5,26247,78,5752,7746,2945,133,4716,3624,51241,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
211 - Tjenestemandslignende,7.0,37139,0,7912,323,6575,0,1665,20,53634,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
220 - Tjm.ans. Mekanikere,6.0,24682,0,5925,12808,1583,0,3384,4130,52512,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
240 - Kontorfunktionærer,66.6,30135,0,5537,297,3310,15,680,447,40422,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
268 - Stampersonel (OK- CS),1054.3,24415,0,5405,4398,982,64,4785,2517,42566,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
276 - Stampersonel Cs,39.0,25129,0,5482,5028,1807,96,4759,2327,44628,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
525 - Vts-Personel,36.1,36541,0,5903,3511,9328,0,1362,926,57571,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
"643 - Officerer m.fl. OK, HOD",249.4,32293,0,7399,5961,1908,163,10771,2076,60571,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
"645 - Faglærere, OK",9.0,30301,0,6994,4153,2788,0,878,350,45463,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
44 - Ingeniører,6.0,40045,0,8954,206,8310,0,764,0,58279,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
46 - Jurister/økonomer,11.5,39197,0,7761,2883,3078,0,246,0,53164,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
49 - Magistre,16.8,37656,0,7398,2565,1401,0,668,0,49687,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
60 - Journalister,4.5,32161,0,8896,162,6481,0,0,0,47700,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
103 - Særligt aflønnede,4.0,58338,0,9907,0,0,0,1042,109,69395,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
171 - Stampers.Tjm. HKKF,5.0,24744,0,4930,3806,3251,0,1058,2381,40169,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
188 - Officerer,373.8,38993,270,11530,20674,1732,3136,2274,3241,81850,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
200 - Spec.Arb (3f),15.0,26084,0,4692,1820,1959,0,542,183,35279,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
208 - Stampers.Tjm. CS,893.9,26376,153,6077,9371,2748,121,1480,2362,48688,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
213 - Musiker,8.0,39342,0,7127,5275,0,0,230,0,51974,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
216 - Stampersonel HKKF,10.5,24663,0,4570,2635,1107,0,885,2548,36407,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
228 - Faglærte Arbejdere,9.5,28951,0,5436,942,2125,0,660,797,38911,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
238 - IT-medarbejdere,12.5,33501,0,6114,26,3640,0,881,224,44386,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
240 - Kontorfunktionærer,119.7,30020,48,5550,246,3384,39,894,113,40295,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
268 - Stampersonel (OK- CS),1057.8,24988,37,5650,4218,1295,74,970,1956,39189,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
276 - Stampersonel Cs,66.8,25853,69,5867,6719,2141,193,1372,2822,45036,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
"506 - MUSIKERE, OK",5.0,33998,0,8207,5310,3690,0,750,59,52014,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
"643 - Officerer m.fl. OK, HOD",264.9,32379,79,8087,10961,1558,98,1401,2244,56807,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
46 - Jurister/økonomer,6.0,41936,0,8157,2383,2507,0,750,0,55733,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
188 - Officerer,20.0,42242,0,11675,11239,4139,6264,2965,4592,83116,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
208 - Stampers.Tjm. CS,24.0,27838,0,6645,9394,5029,109,2000,4821,55837,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
216 - Stampersonel HKKF,21.5,25266,0,4746,12295,1564,182,938,1976,46965,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
268 - Stampersonel (OK- CS),36.0,25513,0,5644,7190,1794,42,1112,2845,44141,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
"643 - Officerer m.fl. OK, HOD",24.1,35118,369,8288,7404,2660,0,1476,3461,58776,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
49 - Magistre,5.0,35321,0,7219,2509,2183,0,833,0,48066,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
171 - Stampers.Tjm. HKKF,22.0,26765,0,5396,5682,2980,0,1316,1645,43785,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
188 - Officerer,75.1,40477,99,9917,8517,2530,4922,2281,4420,73164,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
208 - Stampers.Tjm. CS,98.0,28225,0,6263,9588,4123,0,1035,5822,55057,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
216 - Stampersonel HKKF,47.0,25094,0,4735,4845,912,0,955,2840,39382,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
240 - Kontorfunktionærer,11.0,31663,0,5955,188,4641,0,559,75,43081,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
268 - Stampersonel (OK- CS),188.5,26529,0,6469,9037,1635,8,1019,7592,52289,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
276 - Stampersonel Cs,18.0,26983,0,6093,9706,1967,0,1312,9294,55355,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
"643 - Officerer m.fl. OK, HOD",55.8,34937,0,8165,7266,2019,0,1320,5151,58859,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
44 - Ingeniører,8.9,36660,0,9662,1684,13457,0,1997,0,63460,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
46 - Jurister/økonomer,5.9,46807,0,10095,2499,6050,0,1868,0,67320,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
50 - Tekniske funktionærer,5.0,27260,0,6031,2505,4775,0,1306,5,41883,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
54 - Maskinmestre,9.0,34563,0,7471,391,7207,0,556,263,50449,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
166 - Stampersonel A-Løn,4.0,24358,0,3237,8804,1268,0,330,29,38026,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
171 - Stampers.Tjm. HKKF,86.0,27225,0,5817,8183,2083,24,1037,847,45214,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
188 - Officerer,40.2,42653,295,10631,6815,3502,6064,3472,140,73572,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
200 - Spec.Arb (3f),88.7,26445,0,5000,2704,2542,0,960,52,37703,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
201 - Tjenestemænd,18.0,35856,0,7390,1927,6725,0,2248,298,54444,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
208 - Stampers.Tjm. CS,204.1,26763,164,6456,10135,3017,0,1647,994,49176,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
"209 - CS CIV, OK",65.7,34822,255,7799,1313,5302,0,1489,362,51341,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
211 - Tjenestemandslignende,51.0,35610,0,7904,2069,6430,0,2255,407,54676,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
216 - Stampersonel HKKF,143.6,25969,0,5116,4767,1260,135,580,860,38688,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
228 - Faglærte Arbejdere,638.1,28982,0,6050,3290,4064,13,1089,552,44041,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
240 - Kontorfunktionærer,87.5,30774,52,5771,950,3290,0,1001,99,41937,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
268 - Stampersonel (OK- CS),256.4,24721,21,5979,5580,1795,82,1070,1056,40304,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
276 - Stampersonel Cs,8.0,25536,0,6728,9058,2731,0,971,1124,46148,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
"643 - Officerer m.fl. OK, HOD",22.7,31402,0,7337,7324,2235,81,1476,146,49999,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
"645 - Faglærere, OK",15.6,31321,0,7672,6713,3545,0,834,109,50194,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
38 - Bibliotekarer,4.0,36729,0,7524,2438,2399,0,375,0,49465,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
46 - Jurister/økonomer,51.4,39362,0,8613,4036,4867,204,1225,1,58308,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
49 - Magistre,88.5,39559,0,8991,4428,5332,510,1143,0,59963,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
"116 - Individuel kontrakt, TOLKE/CIV",24.0,29258,0,4708,3439,127,0,0,3935,41468,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
171 - Stampers.Tjm. HKKF,20.0,26413,0,5456,5463,3905,171,1176,1285,43869,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
188 - Officerer,124.7,40715,281,9995,7803,1341,5845,2815,733,69529,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
208 - Stampers.Tjm. CS,55.1,28499,92,6165,5285,4310,537,1465,1047,47402,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
216 - Stampersonel HKKF,27.0,24999,0,4723,2752,1808,0,547,4472,39301,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
238 - IT-medarbejdere,9.5,35196,0,6719,144,5536,0,873,57,48525,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
240 - Kontorfunktionærer,70.0,31459,0,5779,106,3345,39,870,240,41839,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
267 - Kadetter,678.7,26772,0,1520,940,17,136,644,665,30694,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
268 - Stampersonel (OK- CS),172.1,23996,33,5049,2048,864,526,438,934,33889,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
276 - Stampersonel Cs,4.0,27219,0,6133,4164,3830,0,2480,2348,46174,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
553 - Ph.d. Stipendiater,4.0,35662,0,6838,1577,1136,0,0,0,45213,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
"643 - Officerer m.fl. OK, HOD",101.8,33338,64,7609,6613,1649,466,1579,1207,52526,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.20 - Forsvarsakademiet,Andet
35 - Fysioterapeuter,16.0,34901,0,7220,361,4717,0,656,0,47855,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.21 - Forsvarets Sanitetskommando,Andet
49 - Magistre,10.0,38581,0,8350,1575,5475,0,558,0,54540,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.21 - Forsvarets Sanitetskommando,Andet
67 - Læger i Staten,19.0,39148,0,9171,9904,1295,0,1254,236,61008,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.21 - Forsvarets Sanitetskommando,Andet
69 - Tandlæger,8.8,46419,0,10011,3548,5723,0,1040,72,66814,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.21 - Forsvarets Sanitetskommando,Andet
103 - Særligt aflønnede,3.0,46191,0,9241,5423,0,0,0,275,61130,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.21 - Forsvarets Sanitetskommando,Andet
"113 - Læger, tandlæger og dyrlæger",31.8,68988,0,12554,49,3519,0,1612,3981,90703,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.21 - Forsvarets Sanitetskommando,Andet
171 - Stampers.Tjm. HKKF,6.0,25834,0,4959,4929,2394,0,417,1505,40038,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.21 - Forsvarets Sanitetskommando,Andet
188 - Officerer,19.0,43789,0,10237,6065,3077,5918,4981,678,74745,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.21 - Forsvarets Sanitetskommando,Andet
208 - Stampers.Tjm. CS,26.0,27127,0,5520,5117,3025,166,1003,2008,43967,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.21 - Forsvarets Sanitetskommando,Andet
216 - Stampersonel HKKF,11.0,24835,0,4737,2844,1858,0,954,1953,37181,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.21 - Forsvarets Sanitetskommando,Andet
240 - Kontorfunktionærer,19.9,29956,0,5734,251,4291,26,1023,196,41476,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.21 - Forsvarets Sanitetskommando,Andet
251 - Sygeplejersker,22.1,37176,214,7257,442,1210,127,992,406,47823,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.21 - Forsvarets Sanitetskommando,Andet
268 - Stampersonel (OK- CS),20.0,26812,0,5936,2574,2511,0,1104,1225,40162,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.21 - Forsvarets Sanitetskommando,Andet
"643 - Officerer m.fl. OK, HOD",10.0,33252,0,7637,6802,1169,102,1208,518,50688,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.23.21 - Forsvarets Sanitetskommando,Andet
46 - Jurister/økonomer,18.0,45108,0,9222,1496,4591,0,662,0,61079,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.24.01 - Hjemmeværnet,Andet
49 - Magistre,23.0,38406,0,7599,2881,1783,0,420,368,51457,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.24.01 - Hjemmeværnet,Andet
60 - Journalister,5.0,32985,0,7584,499,9594,0,417,2119,53199,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.24.01 - Hjemmeværnet,Andet
171 - Stampers.Tjm. HKKF,29.1,26556,160,5545,7005,3392,0,453,800,43911,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.24.01 - Hjemmeværnet,Andet
188 - Officerer,148.5,41688,191,10178,6625,2056,5921,2035,2426,71119,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.24.01 - Hjemmeværnet,Andet
200 - Spec.Arb (3f),28.0,26767,0,4593,172,2477,0,209,699,34916,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.24.01 - Hjemmeværnet,Andet
201 - Tjenestemænd,13.0,33763,0,6584,408,5586,1054,1049,345,48789,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.24.01 - Hjemmeværnet,Andet
208 - Stampers.Tjm. CS,48.7,27975,560,5994,4912,4117,0,779,2916,47252,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.24.01 - Hjemmeværnet,Andet
"209 - CS CIV, OK",10.0,31218,0,6479,119,2977,0,825,609,42227,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.24.01 - Hjemmeværnet,Andet
211 - Tjenestemandslignende,16.0,31605,0,6790,43,4205,317,887,838,44685,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.24.01 - Hjemmeværnet,Andet
216 - Stampersonel HKKF,42.0,24665,0,4595,4988,938,0,397,3165,38748,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.24.01 - Hjemmeværnet,Andet
240 - Kontorfunktionærer,123.5,30959,0,5691,233,3439,75,494,459,41351,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.24.01 - Hjemmeværnet,Andet
268 - Stampersonel (OK- CS),38.2,28543,129,6314,3035,2976,0,708,3765,45469,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.24.01 - Hjemmeværnet,Andet
272 - Officerer På Kontr.,8.8,37718,0,8504,3064,6589,0,816,353,57044,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.24.01 - Hjemmeværnet,Andet
"643 - Officerer m.fl. OK, HOD",51.1,37865,0,8391,5390,2844,91,807,2804,58191,"2026, 1. kvt.",§12 - Forsvarsministeriet,§12.24.01 - Hjemmeværnet,Andet
46 - Jurister/økonomer,66.0,43884,0,9858,4362,3584,2143,586,22,64440,"2026, 1. kvt.",§13 - Ministeriet for Samfundssikkerhed og Beredskab,§13.11.01 - Departementet,Departement
49 - Magistre,14.0,44257,0,10728,4565,6206,3797,618,12,70184,"2026, 1. kvt.",§13 - Ministeriet for Samfundssikkerhed og Beredskab,§13.11.01 - Departementet,Departement
240 - Kontorfunktionærer,9.5,34219,0,6550,581,5449,0,0,7,46807,"2026, 1. kvt.",§13 - Ministeriet for Samfundssikkerhed og Beredskab,§13.11.01 - Departementet,Departement
44 - Ingeniører,8.0,46875,0,10415,156,9510,0,854,0,67810,"2026, 1. kvt.",§13 - Ministeriet for Samfundssikkerhed og Beredskab,§13.21.01 - Styrelsen for Samfundssikkerhed,Styrelse
46 - Jurister/økonomer,98.4,45876,130,9712,1800,3836,1174,2023,157,64709,"2026, 1. kvt.",§13 - Ministeriet for Samfundssikkerhed og Beredskab,§13.21.01 - Styrelsen for Samfundssikkerhed,Styrelse
49 - Magistre,49.0,42815,0,8998,2194,3241,414,1203,62,58927,"2026, 1. kvt.",§13 - Ministeriet for Samfundssikkerhed og Beredskab,§13.21.01 - Styrelsen for Samfundssikkerhed,Styrelse
179 - Håndværkere og Teknikere,4.0,30316,0,8400,0,19094,0,729,9,58547,"2026, 1. kvt.",§13 - Ministeriet for Samfundssikkerhed og Beredskab,§13.21.01 - Styrelsen for Samfundssikkerhed,Styrelse
201 - Tjenestemænd,4.0,41620,0,8469,7869,4403,0,2208,0,64571,"2026, 1. kvt.",§13 - Ministeriet for Samfundssikkerhed og Beredskab,§13.21.01 - Styrelsen for Samfundssikkerhed,Styrelse
238 - IT-medarbejdere,10.0,37744,0,8372,4206,9139,0,1500,6,60968,"2026, 1. kvt.",§13 - Ministeriet for Samfundssikkerhed og Beredskab,§13.21.01 - Styrelsen for Samfundssikkerhed,Styrelse
240 - Kontorfunktionærer,18.0,34889,0,7353,931,7970,925,769,49,52885,"2026, 1. kvt.",§13 - Ministeriet for Samfundssikkerhed og Beredskab,§13.21.01 - Styrelsen for Samfundssikkerhed,Styrelse
44 - Ingeniører,20.0,44322,0,9068,318,6258,0,546,868,61381,"2026, 1. kvt.",§13 - Ministeriet for Samfundssikkerhed og Beredskab,§13.21.02 - Beredskabsstyrelsen,Styrelse
46 - Jurister/økonomer,48.6,46765,0,9994,1192,5577,2076,884,0,66489,"2026, 1. kvt.",§13 - Ministeriet for Samfundssikkerhed og Beredskab,§13.21.02 - Beredskabsstyrelsen,Styrelse
49 - Magistre,27.8,43319,199,8913,861,4092,83,734,1446,59645,"2026, 1. kvt.",§13 - Ministeriet for Samfundssikkerhed og Beredskab,§13.21.02 - Beredskabsstyrelsen,Styrelse
60 - Journalister,4.0,32173,0,5005,436,4164,0,0,0,41779,"2026, 1. kvt.",§13 - Ministeriet for Samfundssikkerhed og Beredskab,§13.21.02 - Beredskabsstyrelsen,Styrelse
188 - Officerer,57.9,43084,136,9988,2759,4555,5054,1301,5277,72154,"2026, 1. kvt.",§13 - Ministeriet for Samfundssikkerhed og Beredskab,§13.21.02 - Beredskabsstyrelsen,Styrelse
200 - Spec.Arb (3f),9.9,26266,0,4674,139,3504,0,752,169,35505,"2026, 1. kvt.",§13 - Ministeriet for Samfundssikkerhed og Beredskab,§13.21.02 - Beredskabsstyrelsen,Styrelse
228 - Faglærte Arbejdere,9.9,28951,0,5659,153,3754,0,558,90,39164,"2026, 1. kvt.",§13 - Ministeriet for Samfundssikkerhed og Beredskab,§13.21.02 - Beredskabsstyrelsen,Styrelse
238 - IT-medarbejdere,4.0,34251,0,6515,325,5106,0,938,329,47464,"2026, 1. kvt.",§13 - Ministeriet for Samfundssikkerhed og Beredskab,§13.21.02 - Beredskabsstyrelsen,Styrelse
240 - Kontorfunktionærer,50.8,30834,0,5895,83,4488,73,399,113,41885,"2026, 1. kvt.",§13 - Ministeriet for Samfundssikkerhed og Beredskab,§13.21.02 - Beredskabsstyrelsen,Styrelse
267 - Kadetter,23.0,26936,0,1508,1341,352,0,96,980,31213,"2026, 1. kvt.",§13 - Ministeriet for Samfundssikkerhed og Beredskab,§13.21.02 - Beredskabsstyrelsen,Styrelse
"643 - Officerer m.fl. OK, HOD",59.4,33267,282,8118,7170,2973,562,639,5609,58620,"2026, 1. kvt.",§13 - Ministeriet for Samfundssikkerhed og Beredskab,§13.21.02 - Beredskabsstyrelsen,Styrelse
