Personalekategori,Stilling,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
46 - Jurister/økonomer,Fuldmægtig,37.1,34099,0,7184,4329,1549,0,517,0,47678,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.11 - Sundhedsstyrelsen,Styrelse
46 - Jurister/økonomer,Kontorchef,3.7,55806,0,13932,12722,0,7403,5333,0,95196,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.11 - Sundhedsstyrelsen,Styrelse
46 - Jurister/økonomer,Sektionsleder,8.0,53984,0,12044,0,9428,2143,1823,0,79421,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.11 - Sundhedsstyrelsen,Styrelse
46 - Jurister/økonomer,Specialkonsulent,22.1,46938,0,9315,0,2035,0,797,151,59237,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.11 - Sundhedsstyrelsen,Styrelse
49 - Magistre,Akademisk medarbejder,4.0,33514,0,7614,955,6868,0,938,0,49889,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.11 - Sundhedsstyrelsen,Styrelse
49 - Magistre,Chefkonsulent,18.4,50522,0,10064,52,4027,0,724,0,65389,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.11 - Sundhedsstyrelsen,Styrelse
49 - Magistre,Fuldmægtig,24.9,33258,0,7120,4440,1967,0,536,112,47433,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.11 - Sundhedsstyrelsen,Styrelse
49 - Magistre,Sektionsleder,7.0,54037,0,11819,0,8191,2080,2441,0,78568,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.11 - Sundhedsstyrelsen,Styrelse
49 - Magistre,Specialkonsulent,29.1,46938,0,9696,298,3628,497,530,0,61587,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.11 - Sundhedsstyrelsen,Styrelse
67 - Læger i Staten,Afdelingslæge,4.4,49116,0,11893,35,15424,0,1677,0,78145,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.11 - Sundhedsstyrelsen,Styrelse
67 - Læger i Staten,Læge under uddannelse.,5.0,33211,0,7569,0,7582,0,167,0,48529,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.11 - Sundhedsstyrelsen,Styrelse
67 - Læger i Staten,Overlæge,6.0,56605,0,13241,5751,7495,2327,2014,1438,88871,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.11 - Sundhedsstyrelsen,Styrelse
84 - Farmaceuter,Specialkonsulent,4.0,46938,0,9225,0,3019,0,313,0,59494,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.11 - Sundhedsstyrelsen,Styrelse
240 - Kontorfunktionærer,Kontorfunktionær,41.1,32859,0,6305,31,5236,0,690,14,45134,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.11 - Sundhedsstyrelsen,Styrelse
240 - Kontorfunktionærer,Studerende,6.4,21427,0,3407,0,0,0,259,0,25093,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.11 - Sundhedsstyrelsen,Styrelse
251 - Sygeplejersker,Sygeplejerske,7.8,43370,0,9255,33,5121,0,107,0,57886,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.11 - Sundhedsstyrelsen,Styrelse
46 - Jurister/økonomer,Chefkonsulent,15.8,50522,0,10335,113,5451,0,764,0,67185,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.12 - Styrelsen for Patientsikkerhed,Styrelse
46 - Jurister/økonomer,Fuldmægtig,21.8,34206,0,7391,4590,2415,0,439,0,49040,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.12 - Styrelsen for Patientsikkerhed,Styrelse
46 - Jurister/økonomer,Kontorchef,5.0,56605,0,14519,16820,0,5827,3000,0,96770,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.12 - Styrelsen for Patientsikkerhed,Styrelse
46 - Jurister/økonomer,Sektionsleder,12.0,53609,0,11797,949,9634,0,2014,0,78003,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.12 - Styrelsen for Patientsikkerhed,Styrelse
46 - Jurister/økonomer,Specialkonsulent,27.5,47198,0,9463,61,3995,0,545,0,61262,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.12 - Styrelsen for Patientsikkerhed,Styrelse
49 - Magistre,Chefkonsulent,4.0,50522,0,10309,0,5431,0,1146,0,67408,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.12 - Styrelsen for Patientsikkerhed,Styrelse
49 - Magistre,Fuldmægtig,6.0,35138,0,7779,4386,3782,0,903,0,51988,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.12 - Styrelsen for Patientsikkerhed,Styrelse
49 - Magistre,Specialkonsulent,4.8,46937,0,8833,0,812,0,259,0,56841,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.12 - Styrelsen for Patientsikkerhed,Styrelse
67 - Læger i Staten,Afdelingslæge,14.6,49116,0,12045,168,16272,0,741,3226,81568,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.12 - Styrelsen for Patientsikkerhed,Styrelse
67 - Læger i Staten,Læge under uddannelse til spec,6.0,36180,0,8858,1440,10302,0,0,0,56780,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.12 - Styrelsen for Patientsikkerhed,Styrelse
67 - Læger i Staten,Overlæge,9.9,56605,0,14029,16798,1579,1550,1390,5124,97075,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.12 - Styrelsen for Patientsikkerhed,Styrelse
67 - Læger i Staten,Speciallæge under uddannelse,3.0,36179,0,8684,1440,9340,0,0,0,55643,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.12 - Styrelsen for Patientsikkerhed,Styrelse
240 - Kontorfunktionærer,Kontorfunktionær,60.9,31361,0,6148,105,4977,32,609,1,43234,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.12 - Styrelsen for Patientsikkerhed,Styrelse
240 - Kontorfunktionærer,Studerende,6.0,21345,0,3398,0,0,0,0,0,24743,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.12 - Styrelsen for Patientsikkerhed,Styrelse
251 - Sygeplejersker,Sygeplejerske,25.3,43928,0,9890,227,7473,0,742,0,62261,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.12 - Styrelsen for Patientsikkerhed,Styrelse
44 - Ingeniører,Akademisk medarbejder,17.0,34544,0,7405,0,5343,0,784,0,48076,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.16 - Lægemiddelstyrelsen,Styrelse
44 - Ingeniører,Chefkonsulent,7.0,50522,0,10610,200,6898,0,298,0,68529,"2026, 1. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.11.16 - Lægemiddelstyrelsen,Styrelse
